priority,days_until_deadline,hours_remaining_ratio,deadline_pressure,session_count,days_since_active,user_completion_rate,user_abandon_rate,category_completion_rate,avg_pauses_per_task,avg_effort_accuracy,avg_session_duration,label_at_risk
2,9.28,0.8857,2.9826,18,10,0.9902,0.5999,0.5335,6.6124,2.4805,44.9607,0
1,25.61,0.5887,8.7371,6,7,0.6737,0.3656,0.0483,6.9782,1.3357,67.1744,1
1,28.08,0.9027,5.4328,15,9,0.2647,0.1331,0.674,0.8354,1.4081,59.1313,0
2,10.13,0.4993,6.7468,15,4,0.0014,0.336,0.5907,7.7764,1.223,47.296,1
2,2.12,0.7728,2.4968,12,3,0.6878,0.2827,0.8764,3.5504,1.0698,107.5219,0
1,2.7,0.2865,9.7226,13,9,0.3733,0.5332,0.4531,2.5219,2.3824,101.9421,1
3,15.37,0.7894,1.7935,15,14,0.4866,0.5179,0.4485,2.9085,2.4895,68.5456,1
3,10.22,0.3892,7.5587,10,4,0.8652,0.2581,0.5813,6.0598,1.0321,106.8377,0
4,14.83,0.9369,0.0113,14,3,0.311,0.1869,0.2281,2.5361,0.927,108.7043,0
2,12.5,0.2192,7.2075,13,13,0.0997,0.5552,0.5585,2.0016,0.9126,16.3138,1
2,4.07,0.4158,1.4877,10,1,0.7852,0.3297,0.6801,7.507,1.7767,43.699,0
1,9.77,0.5773,6.7639,5,0,0.3182,0.0875,0.9548,0.6111,0.6916,59.3931,0
3,23.24,0.9377,1.416,9,5,0.8609,0.293,0.0268,5.6637,1.2774,63.7376,0
2,7.9,0.3381,1.0735,19,2,0.2074,0.5557,0.2157,2.0451,1.094,92.2246,0
2,24.58,0.7849,9.2949,16,9,0.8373,0.5628,0.9937,1.0021,1.7265,23.935,1
4,17.85,0.8506,0.0888,14,11,0.7982,0.0763,0.3959,2.1717,1.0833,14.7907,0
3,0.28,0.3125,1.7441,15,14,0.2543,0.1554,0.4883,5.2215,0.7426,21.0614,1
2,14.71,0.0741,0.3474,3,13,0.8168,0.3102,0.5593,5.3741,1.3629,13.8734,0
1,22.63,0.221,0.281,11,2,0.9804,0.2269,0.0255,5.8181,2.162,15.0016,0
4,23.72,0.2007,4.1152,8,0,0.2106,0.1697,0.5095,4.0864,2.1286,90.3612,0
4,24.99,0.2539,3.313,4,9,0.2571,0.3708,0.4601,6.2595,1.1185,77.1814,1
1,15.48,0.346,6.7223,2,11,0.1394,0.3044,0.665,6.288,1.9229,17.7163,1
2,1.16,0.0178,4.4013,16,13,0.2922,0.5586,0.5529,5.5723,1.6935,14.7288,1
3,25.14,0.5157,3.7699,1,8,0.0363,0.5137,0.2308,6.7899,0.7784,69.6263,1
3,14.21,0.7466,8.0467,15,14,0.1731,0.0287,0.2465,1.1456,1.6159,22.1934,1
2,26.83,0.0702,9.8032,6,1,0.1835,0.4074,0.7634,3.4347,2.2233,18.0879,1
2,2.8,0.2109,2.3873,13,12,0.0781,0.2564,0.5324,7.1895,2.4954,90.4066,1
3,10.52,0.2734,5.774,7,3,0.7692,0.4336,0.964,7.4457,2.0245,62.4491,0
2,16.36,0.7654,8.9567,8,2,0.1953,0.3598,0.3322,0.0736,0.9004,13.5865,1
2,28.8,0.3791,0.0959,14,7,0.1193,0.0617,0.0775,4.7461,0.8787,43.3491,0
3,12.73,0.9157,4.9794,9,7,0.7504,0.0439,0.0895,5.2158,1.4739,94.8498,0
2,15.02,0.9816,8.3108,14,9,0.2543,0.4635,0.2655,1.6699,2.3885,2.3165,1
4,4.48,0.8194,2.7592,18,2,0.5401,0.2963,0.5134,1.3119,1.427,72.6784,0
1,5.72,0.321,4.1935,8,11,0.8633,0.0955,0.0151,3.5939,1.3642,66.2281,0
3,24.07,0.1,9.34,5,3,0.6346,0.4034,0.6799,2.1228,1.1607,65.8412,0
3,4.4,0.8409,1.4622,18,3,0.5498,0.5379,0.2999,1.4546,1.3915,29.3241,1
2,8.26,0.8645,6.0732,17,0,0.6324,0.3558,0.1207,2.6078,1.626,22.4614,0
2,22.43,0.2816,0.1988,0,4,0.9566,0.2348,0.4201,7.7512,1.8892,86.3006,0
2,29.24,0.6889,8.9503,13,12,0.7351,0.1742,0.3035,6.2639,1.0934,67.5324,1
1,24.88,0.6027,1.8691,5,0,0.0443,0.4498,0.0714,3.7384,0.8508,16.9317,0
1,13.58,0.5155,1.3338,3,7,0.2578,0.2753,0.2163,3.9514,2.012,62.5322,0
3,3.55,0.37,1.5148,5,5,0.1527,0.5321,0.7319,4.4874,0.9489,61.2272,0
2,17.71,0.0601,9.729,8,7,0.6394,0.5237,0.4095,1.3562,2.0132,99.8987,1
3,0.46,0.1072,0.9258,1,2,0.0696,0.2978,0.4727,2.4856,2.2408,20.452,0
2,23.23,0.0304,6.7295,18,8,0.9323,0.5258,0.3194,4.6909,0.6546,30.9444,0
3,10.42,0.5619,4.3338,2,7,0.9696,0.1777,0.6273,3.3605,0.6223,58.7197,0
3,2.96,0.0696,1.5363,13,0,0.724,0.339,0.4682,7.1066,2.0334,97.4331,0
2,25.94,0.926,0.2381,17,10,0.0463,0.5288,0.8944,4.1959,0.774,67.8175,1
3,25.73,0.5509,4.1071,16,6,0.5182,0.3131,0.5394,4.1419,0.5175,0.207,0
3,27.86,0.9759,9.3908,9,10,0.5098,0.1053,0.8062,7.1075,2.2026,52.004,1
3,2.93,0.0402,7.5324,6,9,0.9955,0.0584,0.8556,3.8399,2.1543,98.0553,0
4,4.55,0.082,4.3162,15,10,0.5408,0.4313,0.2253,1.3302,2.1699,43.0348,1
2,0.84,0.3859,7.7044,11,6,0.6988,0.4153,0.5062,4.3066,1.9853,29.6762,1
2,10.65,0.978,7.0385,2,6,0.0126,0.1303,0.0651,6.2418,2.0117,97.6363,1
1,15.04,0.7048,1.554,17,1,0.4758,0.3921,0.1459,1.4818,0.9089,28.6441,0
3,13.14,0.776,7.1927,19,2,0.0488,0.5268,0.0798,1.1867,0.5443,75.4004,1
2,29.61,0.8869,4.1084,17,4,0.7405,0.2645,0.8883,6.476,2.0708,54.9896,0
3,5.71,0.9826,8.0769,0,3,0.0449,0.0902,0.4235,1.4907,1.2278,15.4916,1
2,8.15,0.3519,0.9431,0,2,0.9833,0.1973,0.8764,6.7456,2.4041,94.8131,0
1,13.88,0.9893,7.696,4,10,0.7605,0.3139,0.9242,6.6003,2.1878,80.7611,1
2,1.07,0.9357,5.8612,6,4,0.1491,0.4977,0.8365,6.5161,1.7902,43.9218,1
2,27.8,0.0316,7.7339,3,12,0.0382,0.2579,0.0631,6.3132,1.5591,3.4847,1
1,18.38,0.8061,4.378,11,8,0.6105,0.1349,0.6131,5.0262,1.9682,74.5049,0
3,2.98,0.3806,7.6938,18,5,0.5466,0.053,0.9959,7.1784,0.5422,103.0379,0
4,10.61,0.7195,4.421,17,10,0.3403,0.1935,0.4244,1.1645,2.1623,41.8437,1
2,16.33,0.9565,8.8673,0,5,0.1711,0.5163,0.532,3.2875,1.7041,76.1944,1
1,30.0,0.3639,0.6154,17,10,0.8164,0.5111,0.6259,7.3786,0.5715,92.0069,0
2,15.45,0.6915,0.7753,1,14,0.1394,0.2512,0.8813,4.4843,1.2592,5.7843,1
3,29.6,0.9118,7.173,13,4,0.3283,0.522,0.7463,1.7523,0.6438,85.8809,1
2,10.38,0.4512,7.4856,0,2,0.2821,0.4137,0.9067,7.6704,0.5517,118.8105,0
2,25.29,0.1803,0.629,19,1,0.8589,0.1325,0.154,7.2784,2.3767,1.5058,0
2,14.07,0.4268,5.1497,2,12,0.4656,0.4209,0.7186,3.5229,0.7849,76.8767,1
3,19.14,0.5881,2.2941,4,13,0.3271,0.1974,0.5982,1.4685,1.0698,49.9958,1
2,17.0,0.6542,3.0775,0,1,0.7608,0.5105,0.257,3.2567,1.4971,63.9992,0
3,1.25,0.7215,0.6197,14,9,0.8277,0.2707,0.1491,7.8803,2.2786,92.5576,0
4,15.97,0.8524,3.421,7,14,0.5218,0.0844,0.2197,3.8556,0.5849,55.5041,1
2,23.38,0.3549,9.8255,9,8,0.591,0.0538,0.7339,7.958,2.1383,66.6844,1
4,29.68,0.3965,9.9092,2,0,0.2535,0.0534,0.2717,6.1435,2.2058,93.4671,1
3,15.42,0.7087,3.9083,13,10,0.6772,0.4187,0.5359,7.0818,1.004,45.7377,1
3,10.39,0.3693,8.8874,1,0,0.0566,0.4999,0.0452,5.2261,1.1282,23.0555,1
3,17.24,0.3153,5.1296,12,6,0.8637,0.1883,0.2452,6.0147,0.5352,32.1614,0
4,21.49,0.4925,6.4062,4,14,0.1154,0.2078,0.8991,5.7851,0.5582,2.772,1
2,14.53,0.443,3.0234,2,11,0.272,0.294,0.4049,1.362,0.9052,110.1963,0
3,6.28,0.6265,0.8128,17,12,0.1856,0.459,0.4051,6.9802,1.5494,2.67,1
3,3.31,0.7894,1.681,10,5,0.7613,0.5725,0.3714,6.6352,0.8816,96.8616,0
2,3.95,0.383,2.0365,7,9,0.5729,0.3506,0.3696,2.8201,1.8372,46.5957,0
2,11.97,0.8077,9.6648,10,12,0.7821,0.3197,0.6248,7.9047,1.3768,7.9506,1
2,11.16,0.6097,2.7435,19,13,0.1529,0.0648,0.5349,4.4439,0.7133,115.7012,1
2,4.53,0.3114,8.0023,17,5,0.3573,0.5346,0.5937,6.4472,1.3549,13.6078,0
2,3.17,0.9914,2.4414,16,7,0.5372,0.2639,0.7719,4.1332,1.7194,86.8496,0
1,17.12,0.8842,0.1739,19,5,0.9262,0.2119,0.4587,7.8523,0.8986,7.8306,0
3,22.16,0.2651,0.1689,19,3,0.9598,0.5814,0.6256,3.0777,0.7663,46.2658,0
4,26.69,0.5237,5.3701,8,12,0.7144,0.2415,0.188,4.3269,0.9507,116.9145,1
2,5.68,0.6169,7.7938,17,7,0.5577,0.1742,0.8281,5.3759,2.4415,30.5751,1
2,15.04,0.2392,5.9009,6,11,0.4467,0.2176,0.0169,4.1768,1.1705,0.1584,0
2,3.96,0.5077,6.9244,8,4,0.9315,0.2705,0.6698,2.1511,1.3206,85.1761,0
2,27.92,0.7371,5.644,2,7,0.6656,0.3884,0.2464,3.1589,1.8666,107.015,0
2,2.02,0.7145,7.0314,8,7,0.4683,0.5171,0.504,5.4676,1.6759,101.0828,1
2,17.26,0.1232,6.9021,17,2,0.0428,0.4055,0.4147,0.9928,1.3398,23.308,0
3,23.23,0.607,0.2269,9,13,0.7325,0.3578,0.3442,2.2524,0.6474,112.9711,0
2,2.57,0.8687,2.7883,19,14,0.2809,0.3387,0.0741,3.8541,2.2915,22.5806,1
2,27.58,0.3945,0.6915,3,0,0.2051,0.4293,0.8089,3.6203,1.5131,3.9186,0
1,7.73,0.5439,7.3955,1,3,0.1183,0.4685,0.3638,5.8884,1.526,88.6394,1
2,28.07,0.4579,1.2759,15,10,0.1271,0.3015,0.5613,2.702,0.6433,113.2204,1
3,25.17,0.3669,7.6083,18,6,0.2011,0.0747,0.3451,1.1004,2.4965,5.9027,0
2,17.14,0.15,7.8391,5,7,0.3326,0.0796,0.8116,5.3916,0.9836,64.3742,0
2,28.17,0.6073,1.5839,5,6,0.8626,0.4029,0.8425,2.0032,2.2767,90.6734,0
3,19.14,0.8518,3.6097,14,13,0.2591,0.2065,0.9905,2.9941,2.0216,54.3271,1
3,23.07,0.6678,8.5478,0,2,0.58,0.1425,0.3986,6.0664,1.8018,21.3358,1
2,14.99,0.7467,5.6267,3,13,0.1856,0.1316,0.2579,4.5232,1.5079,24.3792,1
1,5.14,0.9844,4.6855,3,7,0.8488,0.3069,0.7067,1.542,1.8768,32.6861,0
3,9.13,0.6544,4.875,10,4,0.6454,0.5685,0.0413,7.3508,1.7182,96.8777,1
2,14.16,0.8689,4.1485,1,6,0.0202,0.0952,0.6417,5.7358,1.6652,17.1972,0
2,26.11,0.7759,0.8399,13,2,0.4718,0.4463,0.14,5.3658,0.9727,52.6057,0
1,4.55,0.0921,2.3974,17,7,0.6919,0.0174,0.6177,1.1257,2.3903,111.9713,0
1,27.95,0.523,0.4322,17,8,0.3929,0.402,0.4699,3.0698,0.7383,29.3927,0
1,24.22,0.1352,5.9537,7,1,0.226,0.3837,0.457,3.2012,1.6857,58.9521,0
3,0.8,0.4659,0.5768,2,9,0.8121,0.1354,0.5262,1.0241,1.4493,66.977,0
2,2.08,0.4849,4.6894,1,5,0.9216,0.2507,0.8641,0.8773,1.1378,21.1597,0
2,10.62,0.2233,6.4218,9,2,0.2071,0.4271,0.7424,3.985,2.2953,115.9668,0
2,19.53,0.6622,4.0364,10,9,0.9337,0.474,0.1145,0.9591,2.3451,9.7692,0
1,1.79,0.3735,0.7759,8,14,0.6473,0.2241,0.7429,3.9203,1.3605,48.8386,0
2,29.04,0.6814,3.1521,12,1,0.1257,0.2852,0.751,3.0213,2.2383,46.4343,1
3,27.79,0.0849,2.7122,4,14,0.5626,0.3358,0.1662,2.2492,1.5427,33.2618,0
2,2.63,0.1557,7.6887,0,14,0.0458,0.122,0.5605,2.581,2.1465,94.1987,1
2,18.18,0.0891,0.0959,17,6,0.4075,0.1368,0.1573,4.9226,2.4902,21.3304,0
2,3.59,0.9342,2.9176,16,12,0.2831,0.4836,0.2094,2.3423,0.885,31.7112,1
2,29.15,0.4649,9.6976,19,7,0.9046,0.0083,0.5453,3.3844,1.5502,66.4134,1
2,29.95,0.9765,9.6175,12,8,0.793,0.5932,0.8924,3.3275,2.0696,109.4481,1
1,24.29,0.9527,3.6246,19,2,0.517,0.118,0.7578,5.1296,2.3472,93.9586,1
1,24.0,0.6417,6.6895,19,3,0.8383,0.5619,0.3174,1.2441,0.6477,88.6026,0
2,28.63,0.9167,2.3327,5,0,0.4071,0.3903,0.3561,7.7101,2.3723,101.7633,1
4,13.47,0.5364,7.4209,0,4,0.8907,0.4298,0.9979,2.788,2.166,83.7162,0
3,27.01,0.2185,6.255,14,10,0.9895,0.2873,0.2283,3.0549,1.8077,9.1307,1
3,27.94,0.8504,0.6767,0,2,0.1623,0.0074,0.1713,6.7054,0.5433,27.9777,0
3,22.38,0.0506,8.9251,17,0,0.5534,0.3866,0.1686,7.8099,1.4763,6.9171,1
4,17.59,0.6992,5.2518,5,8,0.0331,0.161,0.4696,0.6128,1.9118,47.2396,1
2,16.93,0.2277,6.222,0,9,0.4886,0.3865,0.9182,3.0507,2.0304,71.7224,1
4,11.95,0.3191,8.8714,3,8,0.5719,0.5922,0.8259,2.1176,1.9515,25.716,1
2,23.72,0.2801,8.3712,15,8,0.3975,0.2541,0.926,1.7423,1.8867,84.8753,1
4,21.39,0.5845,9.0252,16,10,0.7168,0.0195,0.3735,5.0551,1.5445,38.3182,1
2,6.99,0.399,7.8549,2,5,0.2165,0.0701,0.499,6.3549,1.8056,27.8579,0
2,25.66,0.1777,5.3208,6,6,0.5568,0.5298,0.3074,5.5359,2.0059,18.1779,0
2,9.66,0.6864,2.1587,12,6,0.935,0.3391,0.6114,0.5515,2.229,34.2537,0
3,29.37,0.5955,7.2471,8,7,0.0604,0.4786,0.035,5.6053,0.5458,103.4766,1
2,13.73,0.3408,4.6781,2,9,0.0112,0.1209,0.9938,3.9426,1.6457,19.9704,0
3,6.94,0.1896,2.2812,3,3,0.1696,0.4905,0.3689,2.3504,2.1563,76.623,0
3,25.09,0.0547,7.7605,5,11,0.0695,0.3051,0.0825,5.8876,1.593,114.4288,1
1,18.18,0.2116,6.1406,1,7,0.8151,0.5121,0.0773,2.7461,1.8742,59.8304,0
2,11.7,0.8098,4.076,12,4,0.4261,0.5336,0.2348,0.5846,1.6787,106.3261,0
2,19.43,0.2314,5.5847,10,8,0.867,0.0631,0.3564,5.1172,0.5694,82.8738,0
3,8.7,0.9914,8.1637,7,2,0.0613,0.5426,0.7901,1.8322,1.2845,32.2358,1
4,25.63,0.9302,7.8877,19,4,0.2054,0.1248,0.1517,4.3732,2.3399,119.0158,1
2,14.67,0.6658,3.7136,8,8,0.7054,0.4525,0.2424,1.3487,1.2887,92.0007,0
4,12.82,0.7742,4.7041,16,3,0.7393,0.4789,0.2028,2.4414,1.4896,22.3826,1
1,5.52,0.9544,7.3817,5,6,0.5706,0.527,0.1959,1.3358,1.6512,55.5995,1
3,23.84,0.7513,9.4226,5,0,0.2064,0.3305,0.1107,2.3108,0.9158,47.5876,1
3,19.81,0.1143,2.9108,11,8,0.843,0.4481,0.2015,2.7305,2.4332,71.2991,1
3,7.94,0.2101,7.8392,12,8,0.4769,0.5924,0.7175,5.2598,1.6409,119.6839,1
2,13.86,0.4283,5.314,3,9,0.8055,0.4386,0.4632,2.5915,1.7175,105.1468,1
3,3.25,0.4284,4.6472,4,2,0.678,0.2443,0.0261,4.5231,0.6922,100.134,0
2,26.92,0.2885,2.4902,14,2,0.8092,0.4924,0.1952,1.1464,0.5521,28.445,0
3,7.2,0.7291,2.5191,4,6,0.9832,0.1469,0.3764,2.4087,0.7192,58.7873,0
3,16.33,0.0322,6.1892,9,2,0.3919,0.2417,0.6508,4.2159,1.2489,118.7729,0
2,8.33,0.8644,0.0337,15,2,0.5904,0.0975,0.9858,3.7136,1.6947,19.2448,0
2,23.53,0.2692,6.5354,9,10,0.5868,0.363,0.1218,4.3891,0.5239,60.1453,0
3,2.18,0.9387,4.5876,17,2,0.1074,0.5699,0.1092,3.692,2.376,27.925,1
1,19.6,0.1716,9.312,10,9,0.707,0.1395,0.8808,4.3019,2.2142,32.5137,1
3,17.24,0.0484,4.0534,9,1,0.3592,0.23,0.4749,4.8023,1.642,4.679,0
2,21.15,0.6789,6.1211,8,3,0.4256,0.1329,0.0863,3.3338,1.7359,79.8453,0
4,4.59,0.9858,6.5468,10,2,0.8882,0.4167,0.3487,7.0727,1.8332,83.8605,1
3,22.34,0.4539,0.8345,14,9,0.2265,0.5386,0.9797,5.1813,2.3336,77.129,1
1,29.9,0.099,6.8264,9,6,0.392,0.3876,0.4365,2.0044,1.1689,40.9858,0
3,4.72,0.2105,3.6601,18,0,0.1222,0.2964,0.2764,4.5498,1.4033,52.1951,0
1,4.23,0.8211,8.8588,11,4,0.0534,0.365,0.7154,2.9825,1.8594,85.5551,1
2,2.51,0.2733,2.9772,3,4,0.258,0.0438,0.7308,2.3926,1.4047,15.32,0
3,16.97,0.9016,4.9547,12,14,0.8919,0.3459,0.9339,2.5847,1.2313,5.4574,1
3,4.49,0.4442,1.7686,1,1,0.1579,0.5425,0.2306,2.3312,2.2018,55.0161,1
1,14.84,0.0845,9.8534,13,7,0.2565,0.3382,0.0769,6.3991,2.3507,104.9333,1
1,19.54,0.5349,4.5935,7,9,0.1679,0.0058,0.0733,1.787,0.5666,60.3412,0
2,5.41,0.7501,2.0445,1,10,0.133,0.0981,0.3429,4.4965,1.6853,58.3448,1
2,3.73,0.5302,3.8147,9,9,0.3698,0.3755,0.4901,1.1426,0.6111,75.0923,1
2,7.31,0.957,4.6177,19,3,0.1048,0.5018,0.4082,2.1026,1.6515,98.6619,1
4,7.14,0.4239,0.1463,4,12,0.1546,0.5169,0.3294,2.9451,0.5783,39.2255,1
3,0.77,0.4063,0.314,8,4,0.1726,0.1513,0.8776,3.4884,1.0476,70.7206,0
2,7.13,0.6791,4.9149,13,4,0.9482,0.0695,0.3347,2.5564,0.8024,97.2364,0
3,14.53,0.5378,0.5954,12,14,0.426,0.1141,0.2215,3.5443,2.0364,31.7675,1
2,17.53,0.3871,0.3437,11,6,0.9195,0.1759,0.3228,0.5275,1.7301,101.9091,0
2,7.21,0.9566,7.4507,6,5,0.7157,0.3131,0.5206,0.5897,1.5244,98.7293,1
3,22.54,0.9653,9.6003,3,14,0.7254,0.3183,0.2146,1.559,0.6622,95.4654,1
2,25.71,0.6083,6.7363,13,0,0.5448,0.5924,0.792,7.9469,2.4366,58.7447,0
2,24.27,0.5053,7.027,5,10,0.2535,0.5254,0.4598,1.6815,2.2308,50.1383,1
3,16.44,0.3819,8.0988,5,1,0.3906,0.0658,0.8954,0.2838,2.2264,43.1954,1
1,17.01,0.7644,7.5758,5,8,0.6247,0.4545,0.841,6.0945,1.208,119.6072,1
2,0.73,0.3626,1.2778,9,9,0.2815,0.032,0.6885,0.5919,0.9066,11.148,0
2,28.94,0.8756,8.7593,5,8,0.7785,0.0419,0.5567,1.983,0.9869,118.887,1
3,25.11,0.572,8.7101,17,11,0.2813,0.3572,0.6901,3.1435,2.2594,117.5764,1
2,25.58,0.6455,0.4477,7,6,0.0173,0.4671,0.3283,3.7761,2.0974,5.5739,1
1,11.94,0.2299,3.379,3,8,0.4696,0.2274,0.9291,1.9956,1.1332,115.5649,0
3,16.59,0.5368,7.1792,1,6,0.7464,0.5582,0.9076,0.4556,0.9114,57.2287,1
2,19.23,0.9447,1.124,12,1,0.1924,0.5365,0.9646,3.8296,0.708,94.2354,0
3,29.27,0.5579,5.6573,17,11,0.5845,0.2638,0.3022,0.5375,1.0054,23.7426,1
2,18.05,0.6086,3.8818,9,10,0.8342,0.2857,0.9878,3.5169,1.7992,6.0436,0
4,29.92,0.2822,5.7537,3,11,0.5638,0.0945,0.8561,7.2766,1.3993,33.6516,0
1,20.51,0.3122,9.0954,14,8,0.6457,0.3356,0.0458,7.4554,1.7559,119.2874,1
1,18.95,0.7646,7.7851,6,1,0.2263,0.5852,0.9952,0.6048,2.3729,34.7339,1
3,10.14,0.9678,1.015,7,10,0.428,0.1956,0.6455,1.0484,1.9333,117.6711,1
2,9.75,0.517,0.4573,16,13,0.1438,0.5418,0.0836,6.581,0.8039,4.5758,1
3,8.41,0.7145,5.5509,3,9,0.8789,0.5772,0.8572,0.4802,1.829,94.1679,1
1,25.59,0.3175,5.982,9,0,0.2359,0.031,0.9962,5.8925,0.6749,2.4299,0
3,13.18,0.7868,9.2348,16,6,0.4136,0.224,0.5646,0.5096,2.2516,99.0378,1
4,8.15,0.7425,0.8273,4,10,0.884,0.331,0.6163,7.2611,1.9307,83.5044,0
2,18.99,0.8037,9.7923,10,3,0.7075,0.0813,0.8171,5.888,2.0409,27.7316,1
3,9.4,0.7015,3.8793,6,6,0.1626,0.5296,0.2227,0.9033,1.8644,52.8848,1
3,25.84,0.846,3.1301,15,13,0.6501,0.1932,0.0411,3.9653,0.5256,114.0775,1
2,29.49,0.3735,7.8372,10,3,0.8641,0.4223,0.0229,2.3551,1.616,111.1409,1
1,18.03,0.3022,8.8933,15,4,0.3697,0.1003,0.0115,4.9691,1.3122,37.7708,1
3,5.32,0.0135,4.1756,16,5,0.5066,0.5343,0.434,2.488,2.3321,48.8163,0
2,2.93,0.7933,8.2509,11,0,0.3747,0.0101,0.3903,5.2362,1.0087,51.8385,1
3,12.4,0.4202,0.8828,0,10,0.4817,0.3176,0.9489,0.5859,1.6997,63.1798,0
2,26.19,0.2055,0.4077,3,10,0.3452,0.0106,0.2514,2.4746,1.7337,20.7103,0
2,29.22,0.0455,9.5097,13,3,0.0099,0.2029,0.3026,6.9448,1.5582,43.7484,0
2,17.72,0.1517,2.462,17,10,0.3733,0.3035,0.6504,7.6502,2.0297,48.6308,0
1,26.77,0.2464,0.6396,10,0,0.597,0.1745,0.7155,6.4474,1.0198,36.0745,0
3,20.87,0.7041,6.827,4,3,0.0709,0.2999,0.8739,2.6148,0.7566,8.2136,1
2,24.6,0.384,6.0987,3,4,0.0748,0.5931,0.6748,6.0276,0.9916,80.8638,1
1,25.13,0.1696,6.9736,13,6,0.0685,0.2889,0.1693,5.8356,0.9751,41.0967,0
2,24.47,0.1792,0.822,18,10,0.4846,0.5559,0.354,5.7962,1.102,0.1396,0
2,22.13,0.15,5.048,19,10,0.0746,0.3705,0.952,2.4856,1.6613,114.4324,1
1,14.78,0.3671,4.7096,5,3,0.4607,0.0377,0.9055,4.3585,2.349,68.6825,0
1,16.59,0.5757,2.1434,14,14,0.4594,0.3737,0.2596,4.654,0.9819,53.5734,0
2,28.86,0.5222,5.5318,13,2,0.9211,0.5305,0.098,5.0744,2.1162,100.269,0
2,0.52,0.9737,4.722,14,6,0.3949,0.2545,0.2422,2.6187,2.4707,44.1802,1
2,9.73,0.5238,1.1409,9,4,0.9175,0.4354,0.0746,3.2232,0.5051,61.3448,0
1,26.04,0.1043,0.0143,14,5,0.1554,0.4428,0.9199,0.3355,1.2912,119.6178,0
1,9.07,0.7244,1.6495,13,10,0.2692,0.4975,0.0066,1.7849,1.7105,11.6053,1
2,13.09,0.8525,6.254,10,11,0.8053,0.3919,0.4367,5.2169,0.6056,21.6326,1
3,12.09,0.7226,6.8398,2,2,0.2151,0.331,0.6018,7.9892,0.9024,62.7862,1
2,15.78,0.2321,0.4761,5,9,0.3359,0.1092,0.3239,0.3942,2.4009,69.7377,0
4,14.5,0.5739,4.9179,16,5,0.5667,0.163,0.1455,4.849,1.4784,11.5171,1
2,15.44,0.8269,0.761,14,10,0.6484,0.174,0.8453,3.9463,1.4967,117.1905,0
1,9.77,0.0305,0.2077,12,7,0.941,0.5228,0.5114,4.5218,0.5119,25.8601,0
1,22.64,0.1456,8.6905,13,7,0.2294,0.0946,0.6276,7.2067,1.9367,41.8256,0
4,22.47,0.6144,4.2326,5,1,0.3416,0.0173,0.3951,7.4438,1.7526,10.0747,1
3,8.07,0.2438,2.9709,19,10,0.5447,0.2948,0.7175,2.5323,2.0641,21.0386,0
3,14.45,0.667,0.798,13,8,0.0555,0.0892,0.5768,5.9153,0.6525,110.4918,1
4,18.18,0.4812,7.4139,15,10,0.4933,0.5497,0.9557,7.4166,1.0249,27.8963,1
2,11.23,0.6206,7.6253,4,5,0.0322,0.0286,0.7894,4.2646,1.6563,6.3104,0
2,19.15,0.8592,9.1698,12,12,0.5455,0.4998,0.5376,4.1349,2.3102,94.7919,1
2,25.27,0.1111,7.9466,12,5,0.2483,0.2237,0.7449,3.9148,0.8077,29.1358,1
4,4.53,0.7261,4.7802,5,7,0.6611,0.2635,0.3539,6.0349,1.1463,94.5326,1
2,6.15,0.7104,0.9135,1,6,0.3844,0.3889,0.9083,3.3334,1.1288,46.6124,1
2,2.21,0.4984,4.9431,13,5,0.3628,0.3679,0.8782,7.6438,1.6672,5.1109,0
1,5.03,0.0456,9.0215,17,0,0.7,0.4969,0.7915,7.0608,2.4345,52.6885,0
4,21.7,0.0707,6.8178,5,12,0.3729,0.3509,0.0122,2.6566,0.6245,62.6248,1
2,6.12,0.1207,5.11,15,7,0.1216,0.464,0.0678,7.2626,1.0633,107.8655,1
3,26.14,0.214,5.9569,4,14,0.0372,0.5132,0.9063,6.8036,2.1493,89.3958,1
3,19.87,0.3277,3.7596,2,0,0.0171,0.4193,0.9548,5.6498,2.4878,82.5054,1
1,24.81,0.2846,4.4606,5,4,0.2686,0.2588,0.3788,5.0667,2.1263,35.6506,1
3,27.03,0.0159,8.5304,2,2,0.6213,0.0548,0.4326,1.8184,1.0085,60.4914,0
3,22.31,0.591,5.3942,4,11,0.9727,0.3361,0.254,1.8407,1.7227,62.7393,1
1,10.86,0.9354,8.6259,7,10,0.4491,0.2135,0.6822,7.7315,1.226,7.4669,1
3,1.14,0.9528,6.6458,10,13,0.4506,0.1989,0.9577,6.5807,1.8232,19.543,1
2,27.74,0.167,2.6734,19,7,0.7955,0.3731,0.3149,1.3105,0.5803,20.0095,0
2,7.42,0.259,8.7558,4,6,0.9728,0.266,0.948,1.0773,2.0344,74.1166,0
4,18.81,0.7846,8.7758,17,7,0.5242,0.1637,0.8545,3.8446,1.7414,9.5072,1
2,20.94,0.5841,4.4855,9,6,0.3097,0.4204,0.2242,4.9738,1.6795,116.4501,1
1,24.78,0.4947,3.4664,10,13,0.8614,0.118,0.1604,1.7054,1.75,97.3117,0
2,5.2,0.2092,6.1918,12,6,0.8773,0.0623,0.0324,0.707,2.1913,78.1475,0
2,16.86,0.5378,5.9102,0,13,0.0059,0.021,0.6638,4.1861,2.142,36.0492,1
3,12.76,0.0967,9.7791,6,13,0.9688,0.1917,0.0933,5.6604,1.968,34.2549,1
